age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital-gain_log,capital-loss_log
32,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.0,0.0
34,Private,6,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
33,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
60,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
53,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.0,0.0
24,Private,13,Never-married,Tech-support,Not-in-family,White,Female,50,United-States,<=50K,0.0,0.0
39,Federal-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,>50K,0.0,7.589841512182657
23,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
50,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,Unknown,>50K,0.0,7.551186867296149
36,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
19,Private,8,Separated,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,6.962243464266207,0.0
26,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
38,Private,9,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K,0.0,0.0
41,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K,8.94754601503218,0.0
22,Private,10,Never-married,Sales,Other-relative,White,Female,18,United-States,<=50K,0.0,0.0
38,Private,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,50,United-States,>50K,9.261128538808288,0.0
72,Unknown,10,Married-civ-spouse,Unknown,Husband,White,Male,30,United-States,>50K,9.147081032336992,0.0
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
35,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,8.895492631451633,0.0
38,Local-gov,10,Divorced,Exec-managerial,Unmarried,Black,Female,45,United-States,<=50K,0.0,0.0
19,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,16,United-States,<=50K,0.0,0.0
26,Private,9,Never-married,Transport-moving,Own-child,White,Male,45,United-States,<=50K,0.0,0.0
52,Private,13,Divorced,Craft-repair,Unmarried,White,Male,25,United-States,<=50K,0.0,0.0
41,Private,3,Married-civ-spouse,Other-service,Husband,Other,Male,40,Nicaragua,<=50K,0.0,7.365180126021013
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
58,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.0,0.0
34,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
19,Without-pay,9,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,<=50K,0.0,0.0
26,State-gov,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
60,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.0,0.0
35,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0.0,0.0
39,Private,6,Divorced,Other-service,Not-in-family,White,Female,60,United-States,<=50K,0.0,0.0
27,Private,9,Separated,Handlers-cleaners,Unmarried,White,Female,40,Japan,<=50K,0.0,0.0
26,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
17,Private,8,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K,0.0,0.0
59,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,40,England,>50K,0.0,0.0
53,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,48,United-States,<=50K,0.0,0.0
35,Private,7,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
34,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
36,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K,0.0,0.0
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
21,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
29,Private,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.0,0.0
59,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
22,Private,10,Never-married,Other-service,Not-in-family,White,Male,10,United-States,<=50K,0.0,7.3796321526095525
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0.0,0.0
24,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,Other,Female,40,United-States,<=50K,0.0,0.0
36,Private,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,>50K,8.386400901166214,0.0
42,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,El-Salvador,<=50K,0.0,0.0
38,Private,4,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
46,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
23,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,0.0,0.0
54,Private,3,Married-civ-spouse,Sales,Husband,White,Male,51,United-States,<=50K,0.0,0.0
27,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.0,0.0
42,Private,13,Separated,Other-service,Not-in-family,White,Female,50,United-States,<=50K,0.0,0.0
33,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
19,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,0.0,0.0
59,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,28,United-States,<=50K,8.271036865792954,0.0
54,Private,9,Widowed,Other-service,Unmarried,White,Female,32,United-States,<=50K,0.0,0.0
48,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,0.0,7.422373700986824
19,Unknown,10,Never-married,Unknown,Own-child,White,Male,60,United-States,<=50K,0.0,0.0
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
36,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,70,United-States,<=50K,0.0,0.0
35,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
47,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K,0.0,0.0
33,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
48,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
42,Private,9,Separated,Craft-repair,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
19,Private,10,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K,0.0,0.0
64,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
51,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,United-States,<=50K,0.0,0.0
20,Federal-gov,9,Never-married,Adm-clerical,Other-relative,White,Male,20,United-States,<=50K,0.0,0.0
28,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,Puerto-Rico,<=50K,0.0,0.0
52,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Greece,>50K,0.0,7.551186867296149
29,Self-emp-not-inc,10,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
51,Private,13,Separated,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
36,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0.0,7.774015077250727
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,9.617470759403409,0.0
52,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,>50K,0.0,0.0
25,Private,10,Divorced,Other-service,Not-in-family,White,Male,30,United-States,<=50K,0.0,0.0
36,Private,12,Never-married,Adm-clerical,Unmarried,Black,Female,40,Jamaica,<=50K,0.0,0.0
44,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,United-States,<=50K,0.0,0.0
47,Private,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,United-States,<=50K,0.0,0.0
32,Private,9,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
37,Private,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,40,South,<=50K,0.0,0.0
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,7.948031990637284,0.0
34,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,0.0,0.0
35,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0.0,0.0
26,Private,10,Never-married,Prof-specialty,Own-child,White,Male,3,El-Salvador,<=50K,0.0,0.0
49,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K,0.0,0.0
63,Unknown,13,Married-civ-spouse,Unknown,Husband,White,Male,30,United-States,>50K,0.0,0.0
46,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,25,United-States,<=50K,0.0,0.0
31,Local-gov,10,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,0.0,0.0
22,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K,0.0,0.0
20,Private,10,Never-married,Other-service,Not-in-family,White,Female,12,United-States,<=50K,0.0,0.0
52,Private,16,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,0.0,0.0
26,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.0,0.0
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
31,Private,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
46,Private,9,Divorced,Sales,Unmarried,White,Female,30,United-States,<=50K,0.0,0.0
22,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,0.0,0.0
38,Private,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,Ecuador,<=50K,0.0,0.0
27,State-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
46,Private,10,Divorced,Sales,Unmarried,White,Female,40,Cuba,<=50K,0.0,0.0
40,Unknown,9,Never-married,Unknown,Not-in-family,White,Female,4,United-States,<=50K,0.0,0.0
19,Private,10,Never-married,Adm-clerical,Own-child,White,Male,10,Thailand,<=50K,0.0,0.0
69,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,60,United-States,>50K,0.0,0.0
20,Private,10,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K,0.0,0.0
34,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,<=50K,0.0,0.0
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.0,0.0
27,Private,10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,50,United-States,<=50K,0.0,0.0
59,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,14,Cuba,>50K,0.0,0.0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,9.617470759403409,0.0
21,Private,10,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K,0.0,0.0
51,State-gov,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
64,Unknown,7,Never-married,Unknown,Unmarried,White,Male,40,United-States,<=50K,0.0,0.0
41,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
18,Unknown,8,Never-married,Unknown,Own-child,Asian-Pac-Islander,Female,24,Germany,<=50K,0.0,0.0
49,Private,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
51,Private,9,Divorced,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K,0.0,0.0
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,<=50K,0.0,0.0
69,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K,0.0,0.0
18,Unknown,9,Never-married,Unknown,Own-child,White,Female,35,United-States,<=50K,0.0,0.0
43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,0.0,0.0
50,Private,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,44,United-States,<=50K,0.0,0.0
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
27,Local-gov,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
38,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.0,0.0
62,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.0,0.0
46,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,44,United-States,<=50K,0.0,0.0
19,Private,10,Never-married,Tech-support,Own-child,White,Female,40,Unknown,<=50K,0.0,0.0
17,Unknown,6,Never-married,Unknown,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
21,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
36,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K,0.0,0.0
36,Private,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
23,Private,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,0.0,0.0
58,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0.0,0.0
64,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,<=50K,9.265491216441031,0.0
66,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K,0.0,0.0
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
55,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
53,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,7.589841512182657
25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,0.0,0.0
39,Private,10,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
20,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
32,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,54,United-States,<=50K,0.0,0.0
28,Private,13,Never-married,Sales,Unmarried,White,Male,65,United-States,<=50K,0.0,0.0
23,Federal-gov,12,Never-married,Exec-managerial,Own-child,White,Female,40,Poland,<=50K,0.0,0.0
18,Private,9,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,0.0,0.0
43,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,0.0,0.0
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
32,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,46,Dominican-Republic,<=50K,0.0,0.0
31,Local-gov,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0.0,0.0
60,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K,0.0,0.0
42,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,0.0,0.0
46,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
18,Private,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K,0.0,0.0
31,Private,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
54,Private,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,8.310169021981912,0.0
46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,0.0,7.622174594817622
27,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,White,Male,80,United-States,<=50K,0.0,0.0
50,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,0.0,0.0
38,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,United-States,<=50K,0.0,0.0
36,State-gov,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
25,Private,9,Divorced,Other-service,Not-in-family,White,Male,40,Mexico,<=50K,0.0,0.0
19,Private,9,Never-married,Farming-fishing,Own-child,White,Male,25,United-States,<=50K,0.0,0.0
60,Local-gov,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,Philippines,<=50K,0.0,0.0
45,Local-gov,5,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
21,Private,10,Never-married,Tech-support,Own-child,White,Male,16,United-States,<=50K,0.0,7.3796321526095525
42,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,46,United-States,<=50K,0.0,7.591357046698551
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.0,0.0
22,Unknown,10,Never-married,Unknown,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
19,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Male,32,United-States,<=50K,0.0,0.0
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
24,Private,10,Never-married,Handlers-cleaners,Own-child,White,Female,30,United-States,<=50K,0.0,0.0
30,Private,12,Divorced,Sales,Not-in-family,White,Male,52,United-States,<=50K,0.0,0.0
62,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
26,Self-emp-not-inc,15,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,<=50K,0.0,0.0
42,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K,0.0,0.0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
54,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Unknown,>50K,0.0,0.0
35,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K,0.0,0.0
33,Private,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
45,Private,9,Divorced,Sales,Not-in-family,White,Female,55,United-States,<=50K,0.0,0.0
62,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States,>50K,0.0,0.0
24,Private,9,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
50,Local-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.0,0.0
54,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
58,Private,4,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
39,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.0,0.0
32,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,<=50K,8.271036865792954,0.0
20,Private,10,Never-married,Other-service,Own-child,White,Male,60,United-States,<=50K,0.0,0.0
64,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
55,Self-emp-inc,14,Widowed,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
46,Private,9,Divorced,Tech-support,Not-in-family,White,Female,43,United-States,<=50K,0.0,0.0
45,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,0.0,0.0
26,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
25,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,7.537430036586509
58,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0.0,7.543273346705446
39,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0.0,0.0
47,Private,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,45,Thailand,<=50K,0.0,0.0
35,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,0.0,0.0
38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
50,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
36,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,0.0,0.0
28,Private,3,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K,0.0,0.0
44,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,United-States,<=50K,0.0,0.0
40,Private,9,Divorced,Protective-serv,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
55,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
29,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0.0,0.0
19,Unknown,10,Never-married,Unknown,Own-child,White,Female,30,Japan,<=50K,0.0,0.0
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,8.94754601503218,0.0
45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,10,United-States,>50K,0.0,0.0
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,0.0,0.0
31,Private,11,Never-married,Protective-serv,Own-child,Black,Male,40,United-States,<=50K,0.0,0.0
22,Private,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,0.0,0.0
59,Private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K,0.0,0.0
32,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K,0.0,0.0
49,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
22,Private,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K,0.0,0.0
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K,0.0,0.0
23,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Vietnam,<=50K,0.0,0.0
55,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K,0.0,0.0
47,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,United-States,>50K,0.0,0.0
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,10,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K,0.0,0.0
40,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,37,United-States,>50K,9.617470759403409,0.0
32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,>50K,0.0,0.0
20,Private,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,<=50K,0.0,0.0
84,Local-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,33,United-States,<=50K,0.0,0.0
40,Private,10,Divorced,Craft-repair,Other-relative,White,Male,50,United-States,<=50K,0.0,0.0
37,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
44,Private,10,Divorced,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.0,7.2305631534092925
47,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,Germany,<=50K,0.0,0.0
62,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,<=50K,0.0,0.0
19,Unknown,10,Never-married,Unknown,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
47,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
44,Local-gov,9,Divorced,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K,0.0,0.0
26,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,41,United-States,<=50K,0.0,0.0
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
52,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0.0,0.0
33,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
48,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,40,United-States,<=50K,0.0,0.0
33,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,<=50K,0.0,0.0
62,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
46,Private,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K,0.0,0.0
18,Unknown,10,Never-married,Unknown,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K,0.0,0.0
38,Private,9,Divorced,Other-service,Unmarried,White,Female,70,United-States,<=50K,0.0,0.0
52,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.0,0.0
