age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,is_senior,capital-gain_log,capital-loss_log,education_per_age,work_gain_ratio,is_married,gender_role,age_group,income
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.2727272727272727,40.0,1,Male_Husband,25–35,0
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.4,40.0,0,Male_Not-in-family,<25,0
34,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0.0,0.0,0.2647058823529412,40.0,0,Female_Own-child,25–35,0
20,Private,11th,7,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,Guatemala,0,0.0,0.0,0.35,40.0,0,Male_Other-relative,<25,0
33,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0,0.0,0.0,0.2727272727272727,60.0,0,Male_Not-in-family,25–35,0
42,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Puerto-Rico,0,0.0,0.0,0.30952380952380953,40.0,1,Female_Wife,35–45,0
30,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.3,40.0,1,Male_Husband,25–35,1
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.28205128205128205,40.0,1,Male_Husband,35–45,0
40,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0,0.0,0.0,0.25,35.0,0,Female_Unmarried,35–45,0
39,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,United-States,0,0.0,6.439350371100098,0.2564102564102564,40.0,0,Female_Unmarried,35–45,0
25,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,0,0.0,0.0,0.36,50.0,0,Female_Not-in-family,<25,0
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0,0.0,0.0,0.18,30.0,1,Male_Husband,45–55,0
66,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,1,0.0,0.0,0.13636363636363635,40.0,0,Female_Not-in-family,65+,0
52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,95,United-States,0,0.0,0.0,0.19230769230769232,95.0,1,Male_Husband,45–55,1
30,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0,0.0,0.0,0.3333333333333333,60.0,0,Male_Not-in-family,25–35,0
29,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,0,0.0,0.0,0.3103448275862069,30.0,0,Female_Unmarried,25–35,0
42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.23809523809523808,45.0,1,Male_Husband,35–45,0
66,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5556,0,40,Yugoslavia,1,8.622813673279921,0.0,0.18181818181818182,384.91254693119686,1,Male_Husband,65+,1
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.3611111111111111,50.0,1,Male_Husband,35–45,1
37,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0.0,0.0,0.24324324324324326,40.0,0,Female_Unmarried,35–45,0
28,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.25,50.0,1,Male_Husband,25–35,0
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,0,0.0,0.0,0.2702702702702703,40.0,1,Male_Husband,35–45,0
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.43333333333333335,45.0,1,Male_Husband,25–35,1
43,Private,9th,5,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,50,United-States,0,0.0,0.0,0.11627906976744186,50.0,0,Female_Unmarried,35–45,0
36,Private,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,4650,0,50,United-States,0,8.444837529224097,0.0,0.2222222222222222,472.24187646120487,0,Male_Not-in-family,35–45,0
36,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,28,United-States,0,0.0,0.0,0.25,28.0,0,Female_Unmarried,35–45,0
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.47368421052631576,40.0,0,Female_Not-in-family,<25,0
43,Private,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,United-States,0,8.504107951867582,0.0,0.23255813953488372,484.70950554524666,0,Male_Unmarried,35–45,1
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,43,India,0,0.0,0.0,0.4117647058823529,43.0,1,Male_Husband,25–35,1
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.32142857142857145,40.0,1,Male_Husband,25–35,0
28,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0,0.0,0.0,0.42857142857142855,40.0,0,Female_Not-in-family,25–35,0
47,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.2978723404255319,40.0,0,Male_Not-in-family,45–55,0
33,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,0,0.0,0.0,0.2727272727272727,36.0,0,Male_Own-child,25–35,0
39,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0,0.0,0.0,0.3333333333333333,40.0,0,Female_Unmarried,35–45,0
29,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0,0.0,0.0,0.3448275862068966,40.0,0,Female_Other-relative,25–35,0
37,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.35135135135135137,50.0,1,Male_Husband,35–45,0
21,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,0,0.0,0.0,0.42857142857142855,30.0,0,Female_Other-relative,<25,0
21,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,45,United-States,0,0.0,0.0,0.6190476190476191,45.0,0,Female_Own-child,<25,0
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.25,45.0,1,Male_Husband,35–45,1
32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.40625,40.0,1,Male_Husband,25–35,1
49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2653061224489796,50.0,1,Male_Husband,45–55,0
31,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.1935483870967742,40.0,1,Male_Husband,25–35,0
40,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,99,United-States,0,9.617470759403409,0.0,0.325,1051.1296051809375,1,Male_Husband,35–45,1
45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,0,9.617470759403409,0.0,0.2,583.9608917671875,1,Male_Husband,35–45,1
26,Self-emp-inc,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,20,Honduras,0,0.0,0.0,0.34615384615384615,20.0,0,Female_Unmarried,25–35,0
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.18518518518518517,40.0,0,Female_Not-in-family,45–55,0
37,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,0,0.0,0.0,0.35135135135135137,38.0,0,Male_Not-in-family,35–45,0
76,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Female,0,0,12,United-States,1,0.0,0.0,0.05263157894736842,12.0,0,Female_Not-in-family,65+,0
43,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2558139534883721,50.0,1,Male_Husband,35–45,0
63,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,1,0.0,0.0,0.23809523809523808,30.0,1,Male_Husband,55–65,0
48,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,0,0.0,0.0,0.2708333333333333,50.0,1,Male_Own-child,45–55,1
74,Self-emp-not-inc,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,1,0.0,0.0,0.21621621621621623,25.0,1,Male_Not-in-family,65+,1
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0,0.0,0.0,0.5454545454545454,20.0,0,Female_Own-child,<25,0
38,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,0,0,45,United-States,0,0.0,0.0,0.34210526315789475,45.0,0,Female_Other-relative,35–45,0
29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,0,0.0,0.0,0.3103448275862069,38.0,0,Female_Not-in-family,25–35,0
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0,0.0,0.0,0.3611111111111111,48.0,1,Male_Husband,35–45,1
55,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,0,0.0,0.0,0.09090909090909091,40.0,1,Male_Other-relative,45–55,0
24,Private,Bachelors,13,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0,0.0,0.0,0.5416666666666666,40.0,0,Male_Own-child,<25,0
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,0,0.0,0.0,0.19148936170212766,40.0,1,Male_Husband,45–55,0
47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.23404255319148937,40.0,1,Male_Husband,45–55,1
52,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0,0.0,0.0,0.19230769230769232,50.0,0,Female_Not-in-family,45–55,0
33,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.36363636363636365,40.0,1,Male_Husband,25–35,0
49,Self-emp-not-inc,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,0,0.0,0.0,0.24489795918367346,25.0,0,Male_Not-in-family,45–55,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.2647058823529412,40.0,1,Male_Husband,25–35,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0,0.0,0.0,0.5,45.0,0,Female_Not-in-family,25–35,0
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0,0.0,0.0,0.43478260869565216,15.0,0,Male_Own-child,<25,0
37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.1891891891891892,40.0,1,Male_Husband,35–45,1
39,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,0,0.0,0.0,0.23076923076923078,48.0,0,Male_Own-child,35–45,0
26,Private,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0,0.0,0.0,0.3076923076923077,40.0,0,Male_Not-in-family,25–35,0
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,0,8.895492631451633,0.0,0.34210526315789475,494.77463157258165,1,Male_Husband,35–45,1
28,Private,10th,6,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Mexico,0,0.0,0.0,0.21428571428571427,40.0,0,Male_Other-relative,25–35,0
48,Private,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0,0.0,0.0,0.125,40.0,1,Female_Wife,45–55,0
32,Private,5th-6th,3,Never-married,Prof-specialty,Unmarried,White,Female,0,0,45,Mexico,0,0.0,0.0,0.09375,45.0,0,Female_Unmarried,25–35,0
37,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.24324324324324326,40.0,0,Male_Own-child,35–45,0
46,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0,0.0,0.0,0.21739130434782608,40.0,0,Male_Not-in-family,45–55,0
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.17647058823529413,40.0,1,Male_Husband,45–55,0
58,Self-emp-inc,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,2202,0,56,United-States,0,7.697575346802343,0.0,0.1896551724137931,487.0642194209312,0,Male_Not-in-family,55–65,0
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Female_Own-child,25–35,0
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.3,40.0,0,Female_Not-in-family,25–35,0
23,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.391304347826087,40.0,0,Male_Own-child,<25,0
49,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,0,0.0,0.0,0.20408163265306123,60.0,0,Female_Unmarried,45–55,0
38,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,0,0.0,0.0,0.34210526315789475,60.0,1,Male_Husband,35–45,0
34,Private,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,0,0.0,0.0,0.2647058823529412,35.0,0,Female_Unmarried,25–35,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Female_Not-in-family,25–35,0
53,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.16981132075471697,40.0,1,Male_Husband,45–55,1
42,Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,0,0.0,0.0,0.21428571428571427,40.0,1,Male_Other-relative,35–45,0
29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,65,United-States,0,0.0,0.0,0.3103448275862069,65.0,1,Male_Husband,25–35,0
23,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0,0.0,0.0,0.30434782608695654,40.0,1,Male_Husband,<25,0
54,State-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.16666666666666666,40.0,1,Male_Husband,45–55,0
17,Private,9th,5,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0,0.0,0.0,0.29411764705882354,40.0,0,Female_Own-child,<25,0
38,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.2631578947368421,40.0,1,Male_Husband,35–45,1
36,Private,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.3888888888888889,40.0,1,Male_Husband,35–45,0
37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.24324324324324326,40.0,1,Male_Husband,35–45,0
43,Federal-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0,0.0,0.0,0.32558139534883723,60.0,0,Male_Not-in-family,35–45,1
34,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,0,0.0,0.0,0.2647058823529412,25.0,0,Female_Unmarried,25–35,0
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.25,40.0,1,Male_Husband,35–45,0
31,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Male,0,0,75,United-States,0,0.0,0.0,0.2903225806451613,75.0,0,Male_Own-child,25–35,0
32,Private,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,0,0.0,0.0,0.1875,35.0,1,Female_Wife,25–35,0
28,Self-emp-not-inc,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0,0.0,0.0,0.35714285714285715,40.0,0,Male_Not-in-family,25–35,0
31,Private,12th,8,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0,0.0,0.0,0.25806451612903225,40.0,0,Male_Unmarried,25–35,0
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Male_Own-child,<25,0
48,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.1875,40.0,0,Male_Not-in-family,45–55,0
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States,0,0.0,7.543273346705446,0.3181818181818182,60.0,1,Male_Husband,35–45,1
59,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.1694915254237288,40.0,1,Male_Husband,55–65,1
37,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,United-States,0,9.06126014896203,0.0,0.35135135135135137,402.45040595848116,0,Female_Not-in-family,35–45,1
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0,0.0,0.0,0.47368421052631576,40.0,0,Female_Own-child,<25,0
49,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,0,0.0,0.0,0.12244897959183673,32.0,0,Male_Not-in-family,45–55,0
52,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,4787,0,60,United-States,0,8.473868066677865,0.0,0.2692307692307692,568.4320840006719,0,Female_Not-in-family,45–55,1
53,Self-emp-inc,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,0,9.552865680310473,0.0,0.3018867924528302,527.6432840155237,0,Male_Not-in-family,45–55,1
59,Private,Some-college,10,Separated,Adm-clerical,Other-relative,White,Male,3325,0,40,United-States,0,8.109525659752872,0.0,0.1694915254237288,364.3810263901149,0,Male_Other-relative,55–65,0
26,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,0,0.0,0.0,0.38461538461538464,20.0,0,Male_Own-child,25–35,0
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.28125,45.0,1,Male_Husband,25–35,0
41,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States,0,0.0,7.522400231387125,0.34146341463414637,40.0,1,Male_Husband,35–45,1
23,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.4782608695652174,40.0,0,Female_Not-in-family,<25,0
17,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,0.0,0.0,0.5294117647058824,20.0,0,Female_Own-child,<25,0
28,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Mexico,0,0.0,0.0,0.07142857142857142,40.0,0,Female_Not-in-family,25–35,0
58,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,Mexico,0,9.06126014896203,0.0,0.15517241379310345,523.1855277460255,0,Male_Unmarried,55–65,1
59,Federal-gov,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,37,United-States,0,0.0,0.0,0.1016949152542373,37.0,0,Female_Not-in-family,55–65,0
27,Private,9th,5,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,0.0,0.0,0.18518518518518517,40.0,0,Female_Own-child,25–35,0
38,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States,0,0.0,0.0,0.34210526315789475,56.0,0,Female_Unmarried,35–45,0
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.20930232558139536,50.0,1,Male_Husband,35–45,0
38,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0.0,0.0,0.2631578947368421,40.0,0,Female_Unmarried,35–45,0
50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.28,40.0,1,Male_Husband,45–55,1
18,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States,0,0.0,0.0,0.4444444444444444,18.0,0,Male_Own-child,<25,0
67,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1,0.0,0.0,0.208955223880597,2.0,1,Male_Husband,65+,0
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.23076923076923078,40.0,1,Male_Husband,35–45,0
50,Private,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0.0,0.0,0.04,40.0,1,Male_Unmarried,45–55,0
45,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,El-Salvador,0,0.0,0.0,0.044444444444444446,25.0,1,Female_Wife,35–45,0
55,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0,0.0,0.0,0.21818181818181817,55.0,1,Male_Husband,45–55,1
27,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,15,United-States,0,0.0,0.0,0.3333333333333333,15.0,0,Female_Own-child,25–35,0
37,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,2580,0,60,United-States,0,7.855932199718614,0.0,0.10810810810810811,531.3559319831169,1,Male_Husband,35–45,0
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0,0.0,0.0,0.3939393939393939,40.0,1,Female_Wife,25–35,1
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,0.0,0.0,0.23076923076923078,35.0,1,Male_Husband,35–45,0
24,Private,HS-grad,9,Married-spouse-absent,Sales,Own-child,White,Female,0,0,36,United-States,0,0.0,0.0,0.375,36.0,1,Female_Own-child,<25,0
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2,50.0,1,Male_Husband,35–45,1
39,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,0,0.0,0.0,0.2564102564102564,38.0,0,Male_Not-in-family,35–45,0
20,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.3,40.0,0,Male_Own-child,<25,0
22,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female,0,0,25,United-States,0,0.0,0.0,0.5,25.0,0,Female_Not-in-family,<25,0
30,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Own-child,White,Female,7298,0,16,United-States,0,8.895492631451633,0.0,0.36666666666666664,158.32788210322613,1,Female_Own-child,25–35,1
62,Local-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1,0.0,0.0,0.22580645161290322,50.0,0,Female_Not-in-family,55–65,0
28,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,United-States,0,0.0,0.0,0.42857142857142855,65.0,0,Male_Not-in-family,25–35,1
48,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,8,United-States,0,0.0,0.0,0.20833333333333334,8.0,1,Male_Husband,45–55,0
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0,0.0,0.0,0.5416666666666666,30.0,0,Female_Not-in-family,<25,0
25,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,0,0.0,0.0,0.4,50.0,0,Female_Own-child,<25,0
56,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.16071428571428573,40.0,1,Male_Husband,55–65,0
57,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.05263157894736842,40.0,1,Male_Husband,55–65,0
46,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,10,United-States,0,0.0,0.0,0.21739130434782608,10.0,0,Female_Unmarried,45–55,0
50,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.18,40.0,1,Male_Husband,45–55,1
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Female_Own-child,<25,0
37,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.3783783783783784,40.0,0,Female_Not-in-family,35–45,1
42,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,United-States,0,0.0,7.372118028337787,0.23809523809523808,40.0,0,Male_Not-in-family,35–45,0
65,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States,1,0.0,0.0,0.1076923076923077,40.0,0,Male_Unmarried,55–65,0
52,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,0,0.0,0.0,0.17307692307692307,44.0,1,Male_Husband,45–55,0
35,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2857142857142857,50.0,1,Male_Husband,25–35,1
24,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.375,40.0,0,Male_Not-in-family,<25,0
59,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.23728813559322035,40.0,0,Male_Not-in-family,55–65,1
37,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,62,United-States,0,0.0,0.0,0.2702702702702703,62.0,0,Male_Own-child,35–45,0
